Title,Institution,Type,Duration,Rating,Skills,Description,Link,Category,Subcategory,tokens,embedding
Building Generative AI Capabilities,University of Virginia Darden School Foundation,Course,1 - 4 Weeks,4.4,"Marketing Strategy and Techniques, Business Strategy, Competitive Intelligence, Change Management, MarTech, Business Ethics, Information Privacy, Customer experience improvement, Customer Relationship Management, Design Thinking, Digital Transformation, Business Marketing, Artificial Intelligence",This course is part of Generative AI in Marketing Specialization,https://www.coursera.org/learn/building-generative-ai-capabilities,Business,Marketing,"['marketing strategy and techniques', 'business strategy', 'competitive intelligence', 'change management', 'martech', 'business ethics', 'information privacy', 'customer experience improvement', 'customer relationship management', 'design thinking', 'digital transformation', 'business marketing', 'artificial intelligence']","-0.014507721,0.067253634,0.022110801,0.020581309,0.01081031,-0.10387769,0.012243166,0.12124014,-0.032633863,-0.011662196,-0.02519561,-0.08097465,-0.009985736,0.027964821,-0.0053181094,-0.0553306,0.045046177,-0.04573777,-0.0049131317,-0.10909935,0.040125433,-0.0027996325,0.04524816,-0.053945363,-0.02537489,-0.014266957,-0.03835473,-0.041719858,-0.06999201,-0.010996001,0.043195006,-0.0028683627,-0.007046606,-0.06697924,-0.018627318,0.028672768,0.019570602,-0.039075203,-0.020911826,-0.10507136,0.0020833993,-0.047317877,0.0008541556,-0.021495087,0.047222216,-0.038552567,-0.06027456,-0.006622602,0.035374008,0.059987105,-0.011381168,-0.0392746,-0.031033449,0.006016064,-0.008975765,0.029956516,0.03094675,0.010636752,-0.050561585,0.027414601,-0.005895686,0.044982035,-0.03152251,-0.010143561,-0.07210771,0.064228304,0.036994103,0.03609144,-0.07932666,0.05452192,-0.02573526,0.012906722,0.055870455,-0.047108285,0.028808502,0.028946267,0.0009267041,0.0058889207,-0.024573404,0.031037588,-0.038992323,-0.017681684,-0.03029091,0.08204946,0.003725248,-0.009535087,0.008573682,0.07719397,0.062031608,0.022888023,0.04458892,0.0077333897,0.008286977,-0.006249776,0.0747896,0.065855905,0.027131021,-0.07005883,0.03496063,0.033614166"
Cloud and AWS Basics,LearnKartS,Course,1 - 4 Weeks,3.5,"Cloud Infrastructure, Identity and Access Management, AWS Identity and Access Management (IAM), Amazon Elastic Compute Cloud, Amazon Web Services, Public Cloud, Cloud Computing, Infrastructure As A Service (IaaS), Cloud Platforms, Cloud Security, Cloud Technologies",This course is part of AWS Solutions Architect - Associate Specialization,https://www.coursera.org/learn/aws-architect-associate-cloud-and-aws-basics,Information Technology,Cloud Computing,"['cloud infrastructure', 'identity and access management', 'amazon elastic compute cloud', 'amazon web services', 'public cloud', 'cloud computing', 'cloud platforms', 'cloud security', 'cloud technologies']","-0.020176467,0.0736829,0.032092735,0.019530473,0.0068343426,-0.11606155,0.019717056,0.13412353,-0.03921107,-0.006127612,-0.026545405,-0.0973911,-0.0132369455,0.02533497,-0.0029153686,-0.060478568,0.045188516,-0.052312583,-0.01017717,-0.13048334,0.046362296,0.008232246,0.053230688,-0.06362024,-0.028022833,-0.005557075,-0.045305923,-0.05746519,-0.0746331,-0.009516176,0.050947327,0.0030335363,-0.003336786,-0.073875695,-0.024686787,0.038835697,0.022985443,-0.046735186,-0.025915705,-0.13092795,0.00048104647,-0.05494736,-0.0043337774,-0.024839744,0.05272804,-0.041750707,-0.057279687,-0.008527647,0.04333177,0.061297562,-0.011217179,-0.04368506,-0.040686253,0.00098328,-0.0124125285,0.029206524,0.035613567,0.0092329215,-0.06193104,0.03590226,-0.0027538156,0.048146095,-0.03499324,-0.004770955,-0.084360324,0.07071894,0.036221705,0.043407217,-0.088749014,0.074186705,-0.032497965,0.011219007,0.06958601,-0.04903767,0.031968135,0.033094842,-0.0029546237,0.0013912464,-0.034512654,0.034327284,-0.041723404,-0.02331652,-0.031969294,0.086493224,0.011869144,-0.013872852,0.014502417,0.090649806,0.06853899,0.02349861,0.060439274,0.0107904505,0.013071261,-0.003511611,0.089202054,0.07943445,0.033451516,-0.08013871,0.041610423,0.025710825"
Azure Cloud Services,Microsoft,Course,1 - 4 Weeks,4.7,"Kubernetes, Hardware Troubleshooting, Network Troubleshooting, Network Routing, Scalability, Microsoft Azure, Security Information and Event Management (SIEM), Cloud Security, Cloud Services, Virtualization and Virtual Machines, Load Balancing, Identity and Access Management, Infrastructure As A Service (IaaS), Application Deployment, Virtual Machines, Cloud Computing, Network Security, Cloud Infrastructure, Network Architecture",This course is part of Microsoft Cloud Support Associate Professional Certificate,https://www.coursera.org/learn/azure-cloud-services,Information Technology,Cloud Computing,"['kubernetes', 'hardware troubleshooting', 'network troubleshooting', 'network routing', 'scalability', 'microsoft azure', 'cloud security', 'cloud services', 'virtualization and virtual machines', 'load balancing', 'identity and access management', 'application deployment', 'virtual machines', 'cloud computing', 'network security', 'cloud infrastructure', 'network architecture']","-0.019170156,0.08094048,0.03260962,0.021183774,0.0079235695,-0.1309925,0.018461742,0.15003216,-0.04146888,-0.010528629,-0.029412381,-0.107348196,-0.015211153,0.02902454,-0.0035523246,-0.06638402,0.05072419,-0.057655383,-0.010886712,-0.13992915,0.053140473,0.0050395317,0.057409547,-0.067592636,-0.032499045,-0.010297929,-0.048063472,-0.06364682,-0.08097138,-0.009515139,0.056705765,0.005518187,-0.0054484527,-0.08049623,-0.024882514,0.045715563,0.025141053,-0.052163016,-0.028326062,-0.13729894,0.0031112854,-0.06194743,-0.0014167278,-0.02716883,0.05259863,-0.044902585,-0.062093623,-0.010044692,0.04462726,0.06897779,-0.010087086,-0.04911853,-0.041155078,0.0038021887,-0.0139459325,0.03508718,0.03774861,0.009852145,-0.064590015,0.038234353,-0.005403202,0.052211396,-0.038463894,-0.0044305627,-0.088830665,0.08019667,0.040224794,0.044726975,-0.09756699,0.08098312,-0.033940606,0.014447211,0.074830115,-0.05447512,0.03615014,0.03710576,-0.0026184078,0.0016547005,-0.038651887,0.041814357,-0.044333916,-0.026586678,-0.034140177,0.09365059,0.006547831,-0.009348832,0.012757109,0.09893535,0.07944404,0.027046904,0.067326024,0.010929629,0.014014926,-0.00486218,0.0981503,0.083826266,0.03511071,-0.08819503,0.042433284,0.02931593"
Implement Platform Protection,Microsoft,Course,1 - 4 Weeks,4.8,"Virtual Private Networks (VPN), Identity and Access Management, Virtual Machines, Network Security, Microsoft Azure, Encryption, Endpoint Security, Role-Based Access Control (RBAC), Application Security, Cloud Security, Infrastructure As A Service (IaaS), Infrastructure Security, Firewall, Containerization, Distributed Denial-Of-Service (DDoS) Attacks, Security Engineering, Kubernetes",This course is part of Microsoft Azure Security Engineer Associate (AZ-500) Professional Certificate,https://www.coursera.org/learn/implement-platform-protection-azure,Information Technology,Cloud Computing,"['identity and access management', 'virtual machines', 'network security', 'microsoft azure', 'encryption', 'endpoint security', 'application security', 'cloud security', 'infrastructure security', 'firewall', 'containerization', 'security engineering', 'kubernetes']","-0.018575732,0.07300875,0.024667818,0.015929973,0.0065134233,-0.11851768,0.013600976,0.13338226,-0.040307276,-0.010510243,-0.025425319,-0.09642621,-0.012602006,0.026105605,-0.0047622686,-0.05933593,0.042936746,-0.051640466,-0.009462301,-0.120491624,0.04586677,0.0037070797,0.049738467,-0.058687564,-0.029197587,-0.008056819,-0.04390014,-0.056292303,-0.07055033,-0.010789861,0.04937864,0.004573413,-0.006603805,-0.06904842,-0.023815475,0.04036321,0.02250887,-0.046466246,-0.02725765,-0.12178453,0.0010403917,-0.05438645,-0.0005756036,-0.023694294,0.04687093,-0.03992472,-0.057925876,-0.008177194,0.03966699,0.060267206,-0.008809077,-0.043629207,-0.032923166,-0.0027315302,-0.015325252,0.030896176,0.033659834,0.009936679,-0.054115716,0.037236042,-0.0044302167,0.044611182,-0.034043435,-0.004273727,-0.07940678,0.07277683,0.03751673,0.039395753,-0.085916266,0.06985578,-0.029281996,0.011410922,0.06502349,-0.044870593,0.032270245,0.030422123,-1.9971658e-05,0.00027249363,-0.034672312,0.03612518,-0.041627467,-0.018736314,-0.030248186,0.08250174,0.0041745952,-0.009893493,0.011716927,0.08523689,0.070742875,0.02611002,0.05954925,0.007993866,0.0141750965,-0.001057379,0.085895024,0.07578007,0.029434003,-0.07977363,0.039629158,0.026547734"
Build a Webpage with HTML and CSS,Board Infinity,Course,1 - 4 Weeks,4.4,"User Interface and User Experience (UI/UX) Design, Cascading Style Sheets (CSS), Web Content Accessibility Guidelines","This course is part of Build Website with HTML, JavaScript, AngularJS, and React Specialization",https://www.coursera.org/learn/build-a-webpage-with-html-and-css,Computer Science,Mobile and Web Development,['web content accessibility guidelines'],"-0.01402569,0.058443222,0.011611593,0.006965786,0.012994787,-0.091217354,0.014331828,0.108056694,-0.021396404,-0.00026019543,-0.023440128,-0.06870957,-0.012398346,0.03598395,0.0012424734,-0.042640332,0.026963815,-0.035887036,-0.003778838,-0.08849062,0.036770135,-0.004391113,0.04244305,-0.03875321,-0.019216068,-0.005575034,-0.026177248,-0.029660048,-0.05963319,-0.00687181,0.038486082,-0.0014347099,-0.009318266,-0.049627166,-0.024305306,0.020619258,0.0020359554,-0.028578758,-0.01848025,-0.08250229,0.0017737389,-0.051343944,0.0038271996,-0.0106766,0.03437394,-0.015567335,-0.037867654,0.0024657242,0.02638776,0.058913823,-0.0021069762,-0.0332127,-0.015846668,-0.0037713528,-0.012074494,0.014156985,0.033390258,0.0029462453,-0.05240165,0.026102915,-0.009803923,0.040425707,-0.018855918,-0.016745722,-0.061825562,0.05669668,0.03390278,0.0349114,-0.059219792,0.05745097,-0.021747584,0.0033062114,0.05406222,-0.03846661,0.022804791,0.033188023,-0.005863363,-0.00057409605,-0.018029695,0.025638647,-0.03887311,-0.012818035,-0.019049332,0.058906063,-0.0013880201,-0.013878475,-0.0030890477,0.07421623,0.061529864,0.0102833165,0.052534033,0.0078070625,0.013060688,0.005507033,0.053706776,0.047476765,0.028758539,-0.049212813,0.028603373,0.03139036"
Cloud Computing: Infrastructure and Platforms,Illinois Tech,Specialization,3 - 6 Months,4.7,"Network Monitoring, Network Security, Cloud-Native Computing, Hyper-V, Cloud Computing, VMware ESX Servers, Data Storage, Virtualization, Network Architecture, Cloud Infrastructure, Cloud Computing Architecture, TCP/IP","Learn the Fundamentals of Cloud Computing. Learn cloud computing, data networks, and virtualization to build a strong cloud foundation.",https://www.coursera.org/specializations/cloud-computing-infrastructure-and-platforms,Information Technology,Cloud Computing,"['network monitoring', 'network security', 'cloud-native computing', 'hyper-v', 'cloud computing', 'vmware esx servers', 'data storage', 'virtualization', 'network architecture', 'cloud infrastructure', 'cloud computing architecture']","-0.022713931,0.08678712,0.034351718,0.02481732,0.0058063176,-0.14035483,0.022383437,0.15917946,-0.04651657,-0.012428111,-0.033531073,-0.112050265,-0.01569465,0.030816216,-0.0026564356,-0.07290863,0.054545093,-0.064190574,-0.015552449,-0.15029559,0.057181586,0.00605637,0.06396439,-0.07337078,-0.03155874,-0.009245864,-0.05449116,-0.07017251,-0.08632341,-0.0069199936,0.057885442,0.0057003736,-0.004378402,-0.08602656,-0.025478827,0.049833488,0.027099567,-0.052619766,-0.033933543,-0.14612985,0.0012741787,-0.06705525,-0.0041897255,-0.031222068,0.057314612,-0.05230191,-0.06966682,-0.011499677,0.04786179,0.06995942,-0.013377424,-0.05575024,-0.041500673,0.005619974,-0.017075652,0.039677557,0.040573936,0.008848451,-0.06751693,0.04059796,-0.005903259,0.05793191,-0.04373077,-0.007144879,-0.09522498,0.08627495,0.04279307,0.047902826,-0.10813404,0.0852514,-0.034389094,0.018373461,0.08285293,-0.057969395,0.038323555,0.038649336,-0.001205694,-0.00059421826,-0.04025447,0.044077262,-0.049582466,-0.028462917,-0.039137956,0.09815519,0.0021210646,-0.01312589,0.013360878,0.10275772,0.08313426,0.031956438,0.073533855,0.011353054,0.012951805,-0.0065568034,0.102480434,0.08924515,0.039888155,-0.0914387,0.046766713,0.03368999"
Compute Resources in Azure,Whizlabs,Course,1 - 4 Weeks,4.3,"Application Deployment, Platform As A Service (PaaS), Microsoft Azure, Command-Line Interface, Cloud Computing, Scalability, Cloud Infrastructure, Containerization, Virtual Machines, Infrastructure as Code (IaC), Kubernetes",This course is part of Exam Prep AZ-104: Microsoft Azure Administrator Associate Specialization,https://www.coursera.org/learn/compute-resources-in-azure,Information Technology,Cloud Computing,"['application deployment', 'microsoft azure', 'command-line interface', 'cloud computing', 'scalability', 'cloud infrastructure', 'containerization', 'virtual machines', 'kubernetes']","-0.024807042,0.09753224,0.036751702,0.024454169,0.011926763,-0.15702079,0.02578464,0.18224849,-0.05111499,-0.013437574,-0.03660805,-0.12864281,-0.018880375,0.039966557,-0.0037124944,-0.08019425,0.05794641,-0.06858863,-0.015064407,-0.1722241,0.06454438,0.0055707577,0.06741517,-0.080879405,-0.035801712,-0.013395318,-0.05890792,-0.0796431,-0.10154135,-0.0147173535,0.06779266,0.007048611,-0.008061362,-0.09988706,-0.0318668,0.053579297,0.03025995,-0.061473183,-0.03597105,-0.16951114,0.0025261233,-0.07686962,-0.002646274,-0.035126876,0.06540644,-0.05657597,-0.078813225,-0.009908713,0.05404433,0.08583859,-0.015113524,-0.058377035,-0.04761057,0.002687293,-0.016926266,0.044253796,0.042182762,0.013729111,-0.08017992,0.04470728,-0.0054494725,0.06329778,-0.045828328,-0.004912009,-0.109501176,0.099670224,0.05189316,0.05702742,-0.12012555,0.09906091,-0.0429512,0.02016318,0.09134818,-0.0708532,0.04316575,0.044060137,-0.0030464286,0.0021585794,-0.0447705,0.052209698,-0.052495137,-0.034128904,-0.044715695,0.11332905,0.009256481,-0.01426007,0.018072134,0.120583385,0.096111625,0.03269957,0.079795174,0.013802136,0.01568786,-0.008318178,0.117325395,0.103477985,0.043604042,-0.10785077,0.054016985,0.03793139"
Exam Prep: AWS Certified SysOps Administrator - Associate,Whizlabs,Specialization,1 - 3 Months,4.1,"Disaster Recovery, System Monitoring, AWS CloudFormation, Infrastructure as Code (IaC), Network Monitoring, Event Monitoring, Amazon S3, Virtual Private Networks (VPN), Cloud Security, Data Management, Amazon Elastic Compute Cloud, Cloud Storage",Become AWS SysOps Administrator Certified. Master the basics of SysOps Administrator in AWS,https://www.coursera.org/specializations/exam-prep-soa-c02-aws-certified-sysops-administrator--associate,Information Technology,Cloud Computing,"['disaster recovery', 'system monitoring', 'aws cloudformation', 'network monitoring', 'event monitoring', 'cloud security', 'data management', 'amazon elastic compute cloud', 'cloud storage']","-0.016488008,0.06317443,0.025310325,0.01654594,0.004081359,-0.10250672,0.012288101,0.11822078,-0.032991216,-0.009082558,-0.021926196,-0.08039647,-0.014524867,0.028049074,-0.005622951,-0.055072054,0.040006194,-0.049981605,-0.0053593847,-0.11047845,0.039434455,0.00750216,0.048281554,-0.05229159,-0.025183301,-0.0060949204,-0.03752423,-0.045628652,-0.06220352,-0.0047084633,0.04493292,0.0019177175,-0.0067443415,-0.06751936,-0.01838504,0.034855396,0.0205654,-0.041955967,-0.024093352,-0.110921584,-0.0027152393,-0.050148025,-0.004917419,-0.025672592,0.045719214,-0.038106162,-0.049676795,-0.009103258,0.03761632,0.048800573,-0.010076712,-0.03621585,-0.03709898,0.0025509326,-0.012264469,0.026166674,0.0297464,0.006380595,-0.05176027,0.03146299,-0.0025863068,0.043391626,-0.032596275,-0.0058789067,-0.07063332,0.064179614,0.03448707,0.035974484,-0.077075586,0.06096579,-0.026803514,0.012774122,0.058777418,-0.04328943,0.031070292,0.029048655,-0.0014523906,0.0048810826,-0.02888046,0.032100797,-0.038718298,-0.01964629,-0.027466828,0.07555631,0.0066897646,-0.010992691,0.0072420556,0.079234816,0.06383292,0.022418167,0.051684547,0.007411912,0.011576065,-0.004248539,0.07507733,0.06568841,0.02758381,-0.0645649,0.03520228,0.024932459"
Introduction to C++,Infosec,Course,1 - 4 Weeks,2.9,"C++ (Programming Language), C (Programming Language), Computer Programming Tools, Software Development Tools, Software Engineering Tools, Debugging, C and C++, Secure Coding",This course is part of Writing Secure Code in C++ Specialization,https://www.coursera.org/learn/introduction-to-c,Information Technology,Security,"['computer programming tools', 'software development tools', 'software engineering tools', 'debugging', 'secure coding']","-0.014024528,0.051872212,0.022665963,0.014798911,0.01353648,-0.084802344,0.0113474615,0.09273346,-0.02495364,-0.010467587,-0.01939539,-0.06924975,-0.010150741,0.023278404,-0.003456253,-0.04558499,0.027928159,-0.03545577,-0.003650263,-0.08793745,0.036124,0.0026395682,0.029783756,-0.04176869,-0.014727848,-0.0033917692,-0.03017281,-0.041852567,-0.0536125,-0.007791029,0.029421534,0.006907186,-0.0067061842,-0.053135145,-0.0149408635,0.024994006,0.01790965,-0.03423819,-0.021990601,-0.08670107,0.004169746,-0.046156846,-0.000768975,-0.023624878,0.032688774,-0.030489411,-0.04418515,-0.0054692547,0.03096373,0.046900872,-0.0015800776,-0.037051186,-0.02711923,0.0021431951,-0.008652292,0.024637844,0.02582558,0.0071620187,-0.040001858,0.022187278,-0.0075533367,0.034640048,-0.028628146,-0.007727026,-0.051265128,0.05428485,0.029209387,0.031251706,-0.0637739,0.05300463,-0.017511195,0.009607977,0.046043944,-0.03871981,0.021627942,0.021727387,-0.0041716453,0.0014502921,-0.017899653,0.024845125,-0.030926932,-0.01850081,-0.024112042,0.05520131,0.007004774,-0.0029786564,0.009496847,0.06333162,0.052288435,0.018543242,0.043689236,0.0032585182,0.005980107,-0.004627917,0.057742286,0.05030796,0.022597414,-0.05641911,0.025854703,0.024389641"
Responsible AI for Developers,Google Cloud,Specialization,3 - 6 Months,4.5,"Artificial Intelligence, Tensorflow, Machine Learning, Machine Learning Methods, Applied Machine Learning, Safety and Security, Generative AI, Data Security, Technical Communication, Artificial Intelligence and Machine Learning (AI/ML), Interoperability, Encryption","Build Responsible AI Systems with Google. Learn how to design and build fair, transparent, secure, and safe AI systems",https://www.coursera.org/specializations/responsible-ai-for-developers,Information Technology,Cloud Computing,"['artificial intelligence', 'tensorflow', 'machine learning', 'machine learning methods', 'applied machine learning', 'safety and security', 'generative ai', 'data security', 'technical communication', 'interoperability', 'encryption']","-0.016696526,0.0804211,0.028478138,0.027225852,0.007539341,-0.12994738,0.010412177,0.14888342,-0.042357754,-0.016091032,-0.034147784,-0.09819503,-0.014241552,0.034376517,-0.00719865,-0.068657845,0.054189857,-0.056176946,-0.0077474653,-0.1356163,0.04721057,0.007945682,0.050592456,-0.06753312,-0.032141473,-0.012417213,-0.05123956,-0.0572021,-0.08402541,-0.0119472975,0.050218295,0.0067221504,-0.011150718,-0.08085202,-0.028101606,0.04225077,0.01997857,-0.047093328,-0.030401917,-0.13056439,0.0035653934,-0.06329432,-0.0025828048,-0.028491838,0.056735292,-0.043277897,-0.06831601,-0.013462319,0.048534676,0.067392915,-0.011333176,-0.049814466,-0.039492868,0.0015444496,-0.012211379,0.035174895,0.03555414,0.011906605,-0.06248791,0.037324727,-0.0039767567,0.05689664,-0.041749287,-0.00963152,-0.086780995,0.078929216,0.041769393,0.04858545,-0.09691219,0.07556912,-0.026688682,0.014345088,0.069534846,-0.057697233,0.03845637,0.03527582,-1.158959e-05,0.0042956206,-0.033713244,0.035231706,-0.04453428,-0.024944652,-0.03712133,0.095485255,0.0043929266,-0.017164024,0.012857736,0.09825397,0.08484649,0.026927672,0.0623695,0.011408608,0.011364144,-0.0036274446,0.092072375,0.08003027,0.03069107,-0.08716517,0.04632176,0.03692839"
Introduction to Web Development,Microsoft,Course,1 - 3 Months,3.6,"Javascript, Web Content Accessibility Guidelines, HTML and CSS, Git (Version Control System), Front-End Web Development, Responsive Web Design, GitHub, Web Development, Microsoft Copilot, JSON, Semantic Web",This course is part of multiple programs,https://www.coursera.org/learn/introduction-to-web-development,Computer Science,Mobile and Web Development,"['javascript', 'web content accessibility guidelines', 'html and css', 'front-end web development', 'responsive web design', 'github', 'web development', 'microsoft copilot', 'json', 'semantic web']","-0.01904257,0.060361117,0.023244498,0.014289938,0.016887464,-0.103109084,0.012285607,0.12321808,-0.03486156,-0.008656189,-0.030031586,-0.07619805,-0.00991006,0.029744929,0.0032382992,-0.055155855,0.03731933,-0.038510337,-0.0061220103,-0.113419905,0.04333451,0.0035507283,0.038590208,-0.055154704,-0.022063555,-0.013711852,-0.036449887,-0.046806224,-0.07335585,-0.017174028,0.04359046,0.003030933,-0.004820203,-0.06639333,-0.022896154,0.028964534,0.011458533,-0.03472477,-0.02331638,-0.103074014,0.0058450187,-0.051542092,-0.0021656891,-0.020968242,0.041650206,-0.027605195,-0.05408441,-0.011951878,0.031067735,0.061944474,-0.0057064854,-0.043801576,-0.030391252,0.0013386967,-0.005477055,0.027105942,0.028144488,0.011199268,-0.055820953,0.035534672,-0.0041101114,0.044479746,-0.037487138,-0.01053343,-0.068150364,0.064637266,0.03830543,0.036013916,-0.08066973,0.071687676,-0.01949714,0.0059717596,0.05434971,-0.0470352,0.029557472,0.026886743,0.0019201192,0.0060401033,-0.025333863,0.0335409,-0.03523691,-0.017706776,-0.031541876,0.07610265,-0.0038302087,-0.006634629,0.0065879105,0.08188733,0.06468659,0.015835922,0.054074008,0.009094679,0.014694152,-0.003318545,0.07191583,0.06691561,0.02110166,-0.07006662,0.03652496,0.026863435"
"Risk Identification, Monitoring, and Analysis",ISC2,Course,1 - 4 Weeks,4.7,"Risk Analysis, Vulnerability Management, Risk Mitigation, Enterprise Risk Management (ERM), Network Monitoring, Security Information and Event Management (SIEM), Continuous Monitoring, Risk Management, Intrusion Detection and Prevention, Security Controls, Technical Communication, Cyber Risk, Compliance Management, Vulnerability Assessments, Network Analysis, Business Risk Management, Threat Management, Operational Risk",This course is part of ISC2 Systems Security Certified Practitioner (SSCP),https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,Information Technology,Security,"['risk analysis', 'vulnerability management', 'risk mitigation', 'network monitoring', 'continuous monitoring', 'risk management', 'intrusion detection and prevention', 'security controls', 'technical communication', 'cyber risk', 'compliance management', 'vulnerability assessments', 'network analysis', 'business risk management', 'threat management', 'operational risk']","-0.013566631,0.04953253,0.012886259,0.015347684,0.003750025,-0.07649995,0.0054387534,0.08913007,-0.025193635,-0.0052048927,-0.018964749,-0.05854234,-0.010156726,0.022500971,-0.00614957,-0.041125495,0.03200202,-0.031748556,-0.0069416375,-0.07640916,0.027078487,0.00090849714,0.032590043,-0.036615204,-0.020450372,-0.008735507,-0.028391862,-0.03447363,-0.044355467,-0.007601356,0.031395618,0.0010739308,-0.00511806,-0.047310773,-0.014168828,0.027149698,0.018106349,-0.025859479,-0.018061144,-0.07973214,0.002858415,-0.035300035,0.00411717,-0.017484553,0.031196836,-0.0270665,-0.039604664,-0.006265033,0.027159236,0.036135133,-0.005586388,-0.028962495,-0.022721153,0.0006947461,-0.008568652,0.019165117,0.023816945,0.0028534112,-0.038354862,0.025945092,-0.003517542,0.03239123,-0.022357447,-0.006263555,-0.050950196,0.047095727,0.024610164,0.023819648,-0.060020074,0.045353517,-0.014451551,0.00835342,0.039276157,-0.031101394,0.02137855,0.022485033,0.001185575,0.00304201,-0.02158168,0.024417365,-0.03004107,-0.0108482605,-0.02035122,0.05533009,-0.0013275568,-0.0070483084,0.006570593,0.05610602,0.046272393,0.019236619,0.03942586,0.00811676,0.008920068,0.0007159751,0.054513384,0.046375368,0.017071677,-0.049770463,0.02616004,0.025169969"
Building No-Code Apps with AppSheet: Implementation,Google Cloud,Course,1 - 3 Months,4.7,"Application Performance Management, Scalability, Application Lifecycle Management, Authorization (Computing), Cloud Applications, Application Development, Data Management, Restful API, Software Versioning, Automation, Authentications, User Interface (UI), Debugging, Application Security",This course is part of Building No-Code Apps with AppSheet Specialization,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-implementation,Information Technology,Cloud Computing,"['application performance management', 'scalability', 'application lifecycle management', 'cloud applications', 'application development', 'data management', 'restful api', 'software versioning', 'automation', 'authentications', 'debugging', 'application security']","-0.02077912,0.07797681,0.031319287,0.0184077,0.013486669,-0.12968849,0.010761082,0.14614439,-0.04090602,-0.012300912,-0.032718685,-0.100689985,-0.0132122515,0.03422245,-0.00081810885,-0.06516659,0.04903607,-0.05303064,-0.0055211554,-0.13745613,0.05509645,0.0010076481,0.051562574,-0.06805939,-0.028509185,-0.015392509,-0.045217384,-0.05972292,-0.083342485,-0.013411674,0.05014427,0.0037827548,-0.01075765,-0.08364853,-0.022939585,0.038669508,0.021429867,-0.050793543,-0.030820603,-0.13372031,0.0015356235,-0.06300143,-0.0019436255,-0.03169076,0.056893457,-0.044074625,-0.06991034,-0.0125769265,0.041634757,0.07040888,-0.008095286,-0.051371306,-0.04135917,0.0015797628,-0.009607147,0.03326236,0.038281042,0.012120187,-0.061571132,0.03686584,-0.005681481,0.05193892,-0.040983815,-0.0090913875,-0.08467367,0.08100719,0.044179052,0.043015633,-0.09791259,0.07951306,-0.03454334,0.012610151,0.068291925,-0.055354178,0.035584528,0.036374267,0.0016292972,0.00355734,-0.032927323,0.040529937,-0.045811985,-0.025033856,-0.035324167,0.0920414,0.0037359532,-0.012533754,0.013243967,0.0976832,0.08125182,0.03146812,0.0632829,0.0104859015,0.007473726,-0.00431925,0.09409523,0.08215565,0.029031508,-0.084818326,0.044591162,0.03582859"
Introduction to IT Security,"Akamai Technologies, Inc.",Course,1 - 3 Months,4.9,"Endpoint Security, Vulnerability Assessments, Penetration Testing, Computer Security Incident Management, Vulnerability Scanning, Risk Management, Mobile Security, Disaster Recovery, Firewall, Incident Response, Cybersecurity, Security Management, Risk Management Framework, Hardening, Encryption, Threat Detection, Public Key Infrastructure, Identity and Access Management, Authentications, Network Security",This course is part of multiple programs,https://www.coursera.org/learn/akamai-security,Information Technology,Security,"['endpoint security', 'vulnerability assessments', 'penetration testing', 'computer security incident management', 'vulnerability scanning', 'risk management', 'mobile security', 'disaster recovery', 'firewall', 'incident response', 'cybersecurity', 'security management', 'risk management framework', 'hardening', 'encryption', 'threat detection', 'public key infrastructure', 'identity and access management', 'authentications', 'network security']","-0.01841044,0.074271455,0.025742095,0.018993372,0.0050832885,-0.11568876,0.009235128,0.13192903,-0.037723664,-0.0108278515,-0.02672916,-0.09171788,-0.01151664,0.027215127,-0.006504045,-0.063024186,0.04290052,-0.049756967,-0.010745171,-0.113439575,0.04190185,0.00045037986,0.050772212,-0.05813276,-0.03137282,-0.011375788,-0.043784607,-0.056264482,-0.0668737,-0.012331235,0.046497732,0.0026603085,-0.00750776,-0.070707634,-0.023638753,0.039545555,0.02318317,-0.04349368,-0.02907351,-0.120670214,0.0031220885,-0.053074233,0.0032105956,-0.026235417,0.046630956,-0.041414857,-0.06198904,-0.009721216,0.04003241,0.056620847,-0.009353755,-0.046639543,-0.034249764,0.0014298776,-0.015680296,0.030291623,0.03689862,0.0050388454,-0.056722812,0.037424468,-0.003285515,0.04603686,-0.03568103,-0.008028158,-0.075752504,0.069651075,0.037165903,0.038428463,-0.08916067,0.066544056,-0.027100038,0.012941392,0.06617231,-0.045539133,0.034414604,0.02742521,0.0006243746,0.0030510996,-0.032979675,0.033394974,-0.043282207,-0.019346092,-0.02945728,0.08167775,0.00079599564,-0.011835922,0.009359016,0.08450082,0.07123272,0.028056618,0.059416335,0.010930199,0.0133835105,-0.0028357632,0.08714187,0.073639385,0.023414457,-0.07512422,0.04052987,0.028045336"
